Set,Vinuesa,Hart,Crotty,Genes
Random_CoreNet_GRN_sig_only_size_match_10,0,0,0,"{'AGPAT2', 'AGXT', 'ZNF660', 'CES3', 'AZU1', 'TMEM87B', 'SLC26A5', 'UBE2S', 'RASA3', 'DRC1', 'C1ORF174', 'POU5F2', 'CDKN1B', 'SERPINF1', 'EMP3', 'ZNF219', 'MTMR4', 'EPS8', 'ALOXE3', 'CMIP', 'TGFB2', 'CUL1', 'HLA-B', 'ZBTB49', 'DNA2', 'CNBP', 'ZC3H7A', 'SELP', 'STAMBPL1', 'DKC1', 'ACAN', 'CCL4', 'RBM24', 'A8K3Q9', 'FAM25C', 'SNAP91', 'ZNF572', 'Q7Z586', 'UPI0001A48FB5', 'VAMP5', 'MAP1LC3A', 'IRX4', 'Q5T9M4', 'EFNB2', 'WDR26', 'OCIAD1', 'SPAG1', 'ASRGL1', 'SCX', 'TTL', 'ZFP91', 'BAK1', 'FOXF2', 'NME2', 'DOCK4', 'TFDP3', 'KRT8', 'KRT25', 'KTN1', 'GSC', 'KRTAP19-4', 'DGUOK', 'INPPL1', 'B4DK40', 'ZNF547', 'CNIH3', 'SLC20A2', 'HOMER1', 'ALKBH2', 'ZSCAN25', 'BTNL2', 'CT55', 'SLC25A12', 'SLC27A6', 'MTTP', 'TMEM62', 'FOXL1', 'ALAD', 'FEM1A', 'UFL1', 'UBL3', 'NHS', 'TMEM200A', 'GAGE12I', 'I3L0E3', 'Q7Z6S6', 'PCSK1N', 'RPS18', 'CYSLTR1', 'PLAGL1', 'SLC29A2', 'DEFB131A', 'RNF7', 'CCDC106', 'B4E1P5', 'ZNF57', 'USP51', 'USH1C', 'NUMB', 'ZNF292', 'OTUD5', 'PTDSS2', 'SLC25A44', 'SPRN', 'FOXQ1', 'BET1L', 'FIZ1', 'GAL', 'POP1', 'SRCIN1', 'LGALS2', 'GALE', 'Q9H6S8', 'AXL', 'L1CAM', 'GKN1', 'CRISP3', 'TMEM144', 'COBLL1', 'SCO1', 'QRSL1', 'ZNF823', 'TIGD4', 'CEACAM8', 'ABCF1', 'ELOVL4', 'TSHR', 'SPNS1', 'N4BP2', 'TMEM187', 'DOK2', 'SCML2', 'TCP1', 'CNTNAP3', 'TNFSF14', 'Q8N1H4', 'EIF4B', 'IRAK3', 'LMLN', 'CDK18', 'Q5JQ52', 'PDE6C', 'TAF4', 'CDKN2AIP', 'Q9H2P1', 'FABP3', 'TEP1', 'LNX2', 'DOM3Z', 'FAM133B', 'CIC', 'HLA-E'}"
Random_CoreNet_GRN_sig_only_size_match_11,0,0,0,"{'TMEM254', 'MIF4GD', 'BBIP1', 'VIM', 'POGLUT1', 'TTI1', 'NANOS1', 'DNM1', 'LSAMP', 'LOXL1', 'C1GALT1', 'POU5F2', 'C11ORF54', 'SIAT4C', 'NEUROG1', 'SOCS5', 'SAMD1', 'SRSF11', 'MIDEAS', 'FGF8', 'NCOA6', 'DLX5', 'PAWR', 'CHODL', 'IL13', 'ANXA6', 'CHST1', 'SFPQ', 'PLEKHM3', 'HP1BP3', 'IL1RAPL1', 'Q9BV07', 'SKP1', 'SSX7', 'POTEM', 'ABCC10', 'Q13746', 'MCMDC2', 'COPS8', 'DCTN2', 'CD101', 'CRAT', 'ACSL6', 'RPL28', 'EVC', 'SSTR2', 'RICTOR', 'BAP1', 'ARMC9', 'ZNF614', 'PCNX4', 'HDHD2', 'CD248', 'SPC18', 'HSPB8', 'VCL', 'FKBP4', 'CKMT1A|CKMT1B', 'DDX52', 'CTNND1', 'Q6ZSW6', 'IFT52', 'TMEM80', 'RGS3', 'QPCTL', 'VWCE', 'SZRD1', 'ARFGAP1', 'RGS11', 'APBB1IP', 'UQCC1', 'TPI1', 'KNSTRN', 'FN3K', 'SPATA46', 'ORC4', 'MYB', 'KRT81', 'NCAM2', 'KRTAP3-1', 'CRYBA4', 'PPWD1', 'L3MBTL3', 'ZNF324B', 'LRRC39', 'MTA2', 'SYT2', 'F12', 'GTPBP10', 'PAN2', 'SPSB2', 'SELENOI', 'CALML5', 'NVL', 'CCDC33', 'CZIB', 'RICS', 'TCP11', 'HM13', 'TMEM140', 'ASCC3', 'PREX1', 'J3KPV8', 'SUCLA2', 'ATP23', 'MYL6B', 'DKFZP781L0540', 'KCTD5', 'U2SURP', 'NFKBIL1', 'KBTBD3', 'TSSK3', 'SESN1', 'SPDYE2', 'SLC38A7', 'TMEM184C', 'DAPK1', 'CNPY2', 'H2BC20P', 'IGHA2', 'HECW2', 'SLC16A2', 'RAB10', 'MAEA', 'PBRM1', 'TNNC1', 'DHX15', 'HSCB', 'RRAS2', 'TIGD5', 'EXOSC4', 'EIF3C', 'BARD1', 'B0QY85', 'AFF2', 'CLMN', 'DNAJB11', 'Q5HYW5', 'GORASP2', 'BTBD6', 'KMT5C', 'PPP2R1A', 'NOL4', 'LYVE1', 'HBM', 'CLPSL1', 'TRAPPC4', 'GRINA', 'TTLL3', 'CCDC88A', 'CCZ1', 'NUP188'}"
Random_CoreNet_GRN_sig_only_size_match_12,0,0,0,"{'CST6', 'TRMT61B', 'B3GNT5', 'DYNC2H1', 'RASA3', 'CD2AP', 'ACBD4', 'HEXD', 'VH3', 'RCAN2', 'RAB28', 'TRAF3IP3', 'FBXO7', 'CALCOCO1', 'KRT6C', 'SSX5', 'DDX5', 'SEMA4F', 'RNF213', 'H3C15|H3C14|H3C13', 'TRPM1', 'ADRA1D', 'RNGTT', 'PTRH1', 'M6PR', 'SFR1', 'Q7KZQ1', 'ANGPT1', 'CHMP4A', 'PDE7A', 'TIAM1', 'MUC15', 'Q9HAV2', 'OXNAD1', 'EPHB1', 'FEZF2', 'FOXD2', 'ACTL7B', 'TAF1B', 'GSTA4', 'RAC1', 'ZNF134', 'IGF1', 'HIRIP3', 'TSPAN1', 'SUPV3L1', 'YEATS2', 'HRH1', 'EDF1', 'CCNE2', 'MINPP1', 'FGD1', 'SLC5A2', 'CPNE9', 'FER', 'SUCO', 'SELENOO', 'DACT2', 'TMEM14C', 'SLC7A6', 'BIN1', 'CELF1', 'TBX4', 'RPS10', 'AKAP17A', 'STK11IP', 'AASS', 'POM121', 'C7ORF57', 'KLK11', 'RAB40AL', 'ZBTB7A', 'PCDHGA4', 'CCDC38', 'TOM1', 'DNAJC16', 'GSTM4', 'ESD', 'HDAC5', 'SETD1A', 'ASS1', 'IFT27', 'MLST8', 'SYNGR3', 'PDLIM2', 'XRCC6', 'GLRX', 'CABLES1', 'KIAA1109', 'NDUFA3', 'MLF1', 'TMEFF2', 'Q6ZR44', 'ZNF782', 'Q8NB89', 'RABL3', 'F5H3R7', 'ARHGAP44', 'ZNF43', 'CTPS2', 'TIA1', 'LGALS2', 'APOC1', 'PSAT1', 'Q5QPQ7', 'TFPT', 'GFI1', 'TMEM59', 'E7EMX6', 'APC2', 'B4DXL2', 'FNDC8', 'BRINP1', 'ZNF783', 'PKP2', 'CD300A', 'GSTK1', 'ZNF598', 'EXOC2', 'SIX2', 'MEF2B', 'PPFIA3', 'BHLHE40', 'EGFLAM', 'MORN2', 'CENPP', 'KDM5B', 'CIB3', 'DENND1B', 'NPRL2', 'CD276', 'KIF27', 'UBR4', 'Q9NXW1', 'OTUD3', 'PKP3', 'SPANXN2', 'GRAMD2B', 'LDB1', 'RHOBTB2', 'GRIK1', 'ZP1', 'MRPS15', 'PLS3', 'RAE1', 'XPA', 'BIRC3', 'CHST11', 'IGBP1', 'RPL10', 'DOK1', 'RNMT'}"
Random_CoreNet_GRN_sig_only_size_match_13,0,0,0,"{'CERS1', 'VSX2', 'LRRC56', 'CCDC186', 'SREK1IP1', 'RFXANK', 'FBXO22', 'PCDHB10', 'IL22RA1', 'NGFR', 'OBSCN', 'DCTN4', 'TULP3', 'GNE', 'TROAP', 'DLX5', 'MTHFD1L', 'LXN', 'KIAA1958', 'TRIAP1', 'PIGK', 'IGSF8', 'PSMD3', 'SNX7', 'PAG1', 'RAB3C', 'TOPORS', 'ZNF286A', 'Q6ZTP6', 'CUL5', 'Q9H669', 'IL1F10', 'CYP4V2', 'UBXN7', 'SLC15A4', 'CNR1', 'SFXN1', 'CNDP1', 'FMR1', 'ASCL1', 'P5CR2', 'Q5T020', 'FAM110B', 'FAM20A', 'SLC22A1', 'CLCN6', 'CSF1', 'SNPH', 'FCGRT', 'TNFAIP8', 'MTTP', 'PSMC2', 'EVC2', 'CHRNA7', 'YIPF2', 'GALK1', 'B2RAL6', 'SERPINF2', 'AHDC1', 'DMTF1', 'NFE2L3', 'OTOL1', 'FAM13B', 'ACTR3B', 'SLC4A7', 'DBNL', 'SAMM50', 'GPATCH8', 'ARSL', 'HGSNAT', 'ESD', 'OXCT2', 'Q53FN0', 'ZC3H10', 'SELENOP', 'LEPR', 'TPX2', 'ZNF862', 'DAOA', 'NDRG1', 'NUDT12', 'TAF1D', 'PMEL', 'CD320', 'MAPK9', 'EMSY', 'CPLX4', 'CCDC179', 'VARS2', 'LSM10', 'FARS2', 'FLJ10404', 'NXT2', 'NIPAL4', 'EIF4E', 'ZFYVE21', 'FCRL3', 'PAM16', 'CEP85L', 'KMT2D', 'Q9P1S2', 'HES2', 'BPGF-1', 'PSMD11', 'B4DG32', 'MPP4', 'E9KL44', 'Q6PNN2', 'CDK20', 'TXN2', 'SETD9', 'UPK3A', 'KCNA2', 'KCNH1', 'YAF2', 'DUSP11', 'ACD', 'NHLRC3', 'TSPAN17', 'KRTAP19-2', 'MAGEC3', 'SEM1', 'TIPIN', 'SF3B4', 'TACSTD2', 'MPPE1', 'RPS10-NUDT3', 'LAIR1', 'RPS5', 'CCDC122', 'PCBD2', 'D6RJ03', 'CRB3', 'MILR1', 'FASTKD1', 'CBR1', 'ORMDL3', 'FN1', 'MAP3K11', 'PCDHA10', 'SERPINA2', 'Q8NC36', 'ZNF414', 'LY6G6D', 'ABRACL', 'NDUFB8', 'STARD13', 'A2ABK9', 'FCGR3A', 'RPL10', 'APOD', 'GABARAPL2'}"
Random_CoreNet_GRN_sig_only_size_match_14,1,1,1,"{'RBPMS2', 'LAMB4', 'ZMYND8', 'KIF26A', 'SCNN1A', 'Q5T7J4', 'C9JLM1', 'ZZZ3', 'EFHD2', 'ARP3BETA', 'ZNF655', 'FLJ00321', 'EIF5A2', 'FSIP2', 'PELI3', 'CHMP2B', 'CYP4F8', 'MSN', 'CYREN', 'CREB3L4', 'POLR3H', 'DHX35', 'OSBPL10', 'LRRC41', 'PARM1', 'LMAN2', 'BEX1', 'TSHZ1', 'EFCAB12', 'PPP1R3A', 'HLA-DQA1', 'AIFM3', 'MAN2B2', 'CCDC181', 'AGL', 'GLB1', 'PSMA6', 'C1ORF109', 'TUBB2B', 'MAGED1', 'B3KM38', 'ACADL', 'F9', 'CD248', 'SNX1', 'MCU', 'COX7B', 'PRDM1', 'PALM2', 'MUC7', 'NOVA1', 'TICRR', 'ECI1', 'GOLGA8F|GOLGA8G', 'FAM3D', 'LOX', 'FOXP2', 'PATJ', 'TSPAN14', 'CYP2C18', 'CHCHD3', 'APBB1IP', 'NECAB1', 'SEC14L4', 'RNF130', 'ACVR1B', 'HTRA3', 'ZSWIM8', 'TREML2', 'E9PAT2', 'CATSPERB', 'SNRPD2', 'ERMP1', 'RUBCNL', 'PRRG3', 'ANAPC4', 'KLHL34', 'CWC22', 'C10ORF82', 'TMED3', 'C12ORF74', 'CALCOCO2', 'PRKAR1B', 'NEIL1', 'MCTP1', 'VEGFB', 'LYPD1', 'ANGPT2', 'STK40', 'J3KPV8', 'IL36RN', 'TMEM9B', 'METTL6', 'QDPR', 'TNFRSF10C', 'TRIP10', 'Q5QP88', 'TUBB', 'KDELR1', 'GDF15', 'KCNA4', 'PPP1R14B', 'TMED1', 'DIRAS1', 'MRPS22', 'SEMA6D', 'MKL1', 'ERCC6', 'TEX44', 'COL15A1', 'SH3BGRL3', 'CA1', 'HAP1', 'ODAD2', 'CHST3', 'SGCG', 'ZNF446', 'CLCF1', 'MB21D2', 'CYP2E1', 'GAS2', 'TANK', 'GFRA3', 'SYBU', 'WDR43', 'SAG', 'Q5T627', 'SETDB2', 'TNRC6B', 'SOD3', 'PCBD2', 'UBLCP1', 'SARG', 'DAZ3', 'KLHL32', 'IL23A', 'CCDC39', 'BCL2L2', 'SUN1', 'ZNF697', 'DPYSL5', 'TWF2', 'STK24', 'SOAT2', 'G6PC3', 'ASPHD2', 'MUSK', 'LURAP1L', 'PGA4', 'RHOU', 'DHX32', 'C16ORF54'}"
Random_CoreNet_GRN_sig_only_size_match_15,1,1,2,"{'TENT5A', 'F8VWE3', 'DUSP13', 'ACTC1', 'ARNTL2', 'KANSL1L', 'HES4', 'NFIC', 'MEAF6', 'KRTAP4-7', 'DRD1', 'MAF', 'ZAR1', 'WDR76', 'TXNRD3NB', 'TIPRL', 'ZBTB49', 'IL34', 'P09565', 'KCND2', 'IMUP', 'CDH7', 'RASL11B', 'PEDS1', 'FZD3', 'ESYT2', 'RBM39', 'RTBDN', 'PS1TP5BP1', 'K7EQT0', 'DSG4', 'KALRN', 'RHOG', 'REEP6', 'CSRNP2', 'SLC43A3', 'C1QC', 'SSX7', 'LEO1', 'CHRAC1', 'TRPM4', 'EZH1', 'ARID3B', 'TERF2', 'DOCK4', 'ALX1', 'PRSS35', 'KRT36', 'PGRMC2', 'ZNF484', 'SNTB1', 'NOC4L', 'SURF2', 'KNOP1', 'B3KXG6', 'KLHL33', 'RPL9|RPL9P7|RPL9P8|RPL9P9', 'RSRC2', 'KCNQ2', 'MMADHC', 'SOX10', 'PDS5B', 'GLT8D2', 'MARCHF8', 'PPDPF', 'GATA1', 'RRP7A', 'MORC4', 'PROM1', 'MAP3K2', 'FSCN2', 'CCDC157', 'SLC43A2', 'ACTR3', 'NCKAP1L', 'SYPL2', 'STEAP2', 'GABPB2', 'NLRP9', 'TMEM196', 'NUTF2', 'AUNIP', 'MSRB2', 'H7C417', 'DKFZP586M1819', 'CCZ1B', 'RNF112', 'PSMD6', 'NUAK1', 'APPL1', 'RBM26', 'OIT3', 'GCSAML', 'THAP8', 'TNFRSF6B', 'CNN2', 'UBE2DNL', 'DCTN3', 'NAT10', 'GHRHR', 'S100A7A', 'CD160', 'KDELR1', 'BPIFA2', 'CNIH4', 'ESPNL', 'MMS22L', 'Q9H6S8', 'ZNF133', 'MAPK8', 'Q5VXV9', 'ATP5MF', 'A0A024R9F6', 'MRPS35', 'ATP6V1E1', 'Q6ZQU3', 'URI1', 'JAZF1', 'PTGER3', 'SAP130', 'IMPA2', 'SLC11A2', 'PRO0132', 'CDS1', 'SSNA1', 'PWWP2A', 'MR1', 'STAC2', 'MAGEB18', 'GSTM2', 'LYSMD1', 'SIRPG', 'LYSMD3', 'HACD3', 'Q9NZX4', 'CRLF1', 'BRD2', 'ADAMTS12', 'HLA', 'FLRT1', 'AURKAIP1', 'SEMG1', 'PRB1', 'DPM2', 'DNAJC4', 'PCDHB15', 'SULT2B1', 'PEX26T35INSC', 'TRAPPC4', 'PHRF1', 'CBX3', 'MADD'}"
Random_CoreNet_GRN_sig_only_size_match_16,0,0,0,"{'RFWD3', 'DAZAP1', 'TEKT2', 'PSG2', 'SS18L2', 'AP2M1', 'PSMB10', 'SLC1A2', 'KLC4', 'SPTA1', 'PAX8', 'ZEB1', 'KLHL42', 'PAWR', 'EGFL8', 'LGALS3BP', 'ALDH3A2', 'ADRA2A', 'DDX19A', 'PEX14', 'PS1TP5BP1', 'MAP2K1', 'HMBOX1', 'NPC2', 'ZNF844', 'GPATCH2', 'UHRF1', 'ZCCHC12', 'DDX60L', 'RCE1', 'C15ORF65', 'E9PCE5', 'NEFH', 'BRAP', 'FAM228A', 'SMIM43', 'RIPK4', 'FLT1', 'B3KWQ7', 'FTCD', 'HTRA2', 'TSR3', 'GBP2', 'UNC13D', 'EXOSC1', 'RTP2', 'SNC73', 'CFAP206', 'ZNF184', 'ZNF667', 'DCUN1D4', 'SRGAP3', 'CBR3', 'PSMD14', 'HSPE1', 'Q5VYU5', 'MED24', 'SH3TC1', 'SNPH', 'PDIA4', 'CAB39L', 'ZNF253', 'ZC4H2', 'CYP2C18', 'HNF4A', 'CENPW', 'DPH6', 'FBXL2', 'KRT3', 'HEBP1', 'NDUFA9', 'EIF4EBP3', 'NFE2L3', 'TP53I11', 'NDUFC1', 'ANTXR1', 'Q5SS27', 'CRYBG3', 'PNKP', 'DKFZP686A1782', 'SLC47A1', 'TNRC18', 'B4DV53', 'FCN3', 'PLIN4', 'PGLYRP3', 'SMC2', 'MAFB', 'MRPL22', 'TRIM10', 'NR2B3', 'PBX4', 'NEK7', 'NVL', 'TPST2', 'YIPF6', 'SEC61A1', 'TNFRSF17', 'ENTPD5', 'VARS2', 'MOK', 'NOL7', 'POP1', 'DBH', 'CCL7', 'ARID4A', 'RHOT2', 'HIST1H1E', 'ZNF613', 'SESN1', 'SPTAN1', 'Q9H6S8', 'SERPINA6', 'VAPA', 'PABIR2', 'Q59E89', 'KLHL41', 'COBLL1', 'ANKRD23', 'ANKEF1', 'TRPC4', 'NACAD', 'SIAH2', 'MTRR', 'ARHGAP11B', 'C9JBW2', 'NAA11', 'ORAI2', 'TLR5', 'SF3B3', 'MTCP1', 'CCR3', 'FAM199X', 'B1AKJ2', 'IFITM1', 'LRRC37A3', 'ANKRD29', 'VAV1', 'AMOT', 'LRRFIP2', 'TASP1', 'ACAD9', 'GCM1', 'TMEM38A', 'KRTAP5-2', 'TESPA1', 'PSMG2', 'MMP9', 'TCR-ALPHA', 'NAGK', 'SKA2', 'UTS2'}"
Random_CoreNet_GRN_sig_only_size_match_17,1,1,0,"{'KSR2', 'TOX3', 'TUBB4B', 'DPH5', 'GZMM', 'ATG7', 'VILL', 'ZNF8', 'PTPRN', 'CDC7', 'VDAC1', 'IMMP1L', 'CNOT11', 'HSD11B2', 'SESTD1', 'EOGT', 'C1S', 'ZNF296', 'DLC1', 'TP53TG5', 'A2BHY8', 'SLC6A19', 'RCOR2', 'H3BSY8', 'PTCH1', 'GABPA', 'PROSER3', 'XRN2', 'CDC14C', 'GNAT2', 'LMAN2', 'CFAP100', 'ATP6', 'F5H5S2', 'MRPS18B', 'CDK19', 'STX1A', 'COQ10A', 'Q5JW18', 'ATG2A', 'APOC4', 'CDX2', 'CHST14', 'FAM50A', 'CRLF2', 'ATP6V1G3', 'AQP6', 'RBM45', 'ERVV-1', 'TCOF1', 'MEF2D', 'EXOSC1', 'SOX3', 'CASR', 'EMC3', 'SPIN4', 'ZNF32', 'TSEN15', 'CDCA5', 'CDK10', 'GOLGA8R', 'KCNK1', 'CALML3', 'IQCH', 'PSMD10', 'ACTB', 'AP3S2', 'IMMT', 'QPCTL', 'SLC25A24', 'TPD52L2', 'ZNF24', 'KLRF2', 'GTF2F1', 'LRFN5', 'KRTAP5-11', 'RTN4', 'NEGR1', 'KIF25-AS1', 'ZFP3', 'C9ORF75', 'PCTK1', 'ZC3H18', 'LDOC1', 'PCBP1', 'KANSL3', 'NCR3LG1', 'APPL1', 'SMYD4', 'QTRT2', 'KIF15', 'IDH3B', 'STEEP1', 'FAM209A', 'GRIN1', 'ZNF599', 'CSNK1G1', 'RSPH10B', 'EMC7', 'ATP6V0D2', 'DYRK4', 'GLMP', 'KCNQ5', 'E7EMX7', 'ITPR2', 'SOWAHA', 'FAM90A16P|FAM90A17P', 'TEX44', 'MRPS12', 'CREB1', 'IL33', 'TOMM70', 'KCTD13', 'TCERG1', 'ZNF410', 'RPS16', 'SPATA22', 'EVX2', 'P78451', 'ATP5MC1', 'DDX4', 'HEATR1', 'IGKV2D-28', 'PCBP4', 'APOO', 'PIK3CA', 'TMEM187', 'KDM4C', 'NAT2', 'EDAR', 'TRIM66', 'PSMG4', 'CARF', 'RPS5', 'RAP1GAP2', 'FAM172A', 'SUOX', 'ABHD17B', 'ATOX1', 'RMND5B', 'ITIH2', 'FLRT3', 'DKFZP686J08252', 'CASP9', 'PTGDR', 'PLA2G12B', 'SPATA20', 'Q95HA4', 'UBXN10', 'TRIB1', 'SPDEF', 'NIPSNAP3A'}"
Random_CoreNet_GRN_sig_only_size_match_18,0,0,1,"{'CD36', 'RDM1', 'ACADS', 'FAM171B', 'MCM9', 'IDUA', 'FCHO2', 'VILL', 'PCSK9', 'EIF2AK2', 'B4DTX6', 'TSSK2', 'BCL6B', 'CRTC3', 'ZNF831', 'ND5', 'ZXDA', 'SNRPD1', 'ZNF', 'GPHB5', 'A1BG', 'TXNRD3NB', 'EIF5A2', 'EOGT', 'CFDP1', 'ERGIC2', 'Q9NX98', 'HESX1', 'CA12', 'PAXBP1', 'NSF', 'CHSY3', 'HORMAD2', 'HSPA7', 'FAM25C', 'LIMD2', 'ZSCAN5A', 'MED11', 'SLC22A4', 'E9PCE5', 'FLAD1', 'PRKAG1', 'MGC24125', 'Q9H836', 'DPP7', 'A8K673', 'C1ORF109', 'DAB2IP', 'STK17B', 'PMM2', 'ITIH3', 'CNTROB', 'UGT1A1', 'ATP5IF1', 'B4DK40', 'SDHAF3', 'BTC', 'FAM3D', 'PLEKHA5', 'FOS', 'COX7A2', 'PBXIP1', 'KRTAP5-1', 'MYOC', 'MOSPD2', 'CAPZA2', 'ALDH7A1', 'PSMC2', 'HSPA2', 'TUBG1', 'FLJ38668', 'H2AW', 'RNF167', 'SCYL1', 'RBCK1', 'PIM3', 'MKNK2', 'ACBD6', 'NMNAT1', 'MIGA1', 'ANAPC4', 'OSBPL1A', 'CYYR1', 'PNKP', 'LRRC25', 'COL8A2', 'B1ANN6', 'ASZ1', 'SPANXN3', 'KNG1', 'SPINT1', 'MRPL42', 'COG3', 'LBHD1', 'RANBP6', 'WBP2', 'DMXL2', 'SHPK', 'HBEGF', 'KYAT3', 'TRAT1', 'DNASE1L1', 'MCEE', 'GCC2', 'SDR9C7', 'PCP4', 'PRRT3', 'POLG', 'SELENOS', 'KCNG3', 'HLA-C', 'CENPL', 'TRIP10', 'UBA5', 'APCDD1L', 'TFPT', 'CDKL3', 'B4DXL2', 'IWS1', 'AGA', 'FOXA2', 'USP40', 'TPRG1', 'ZWILCH', 'ARL13B', 'PTTG1IP', 'CTSW', 'EPHX2', 'KRTAP12-3', 'WIPF1', 'SAP130', 'TIGD5', 'CREBZF', 'ZNF711', 'GRM5', 'C9ORF116', 'HSPBAP1', 'TARBP2', 'OTUD7B', 'DKFZP564E242', 'ZFHX3', 'PRKCZ', 'ZNF830', 'CRSP9', 'UBP1', 'SLC40A1', 'GUCA1C', 'TMEM248', 'SLC30A5', 'FAM71F1', 'C1ORF189', 'DCAKD'}"
Random_CoreNet_GRN_sig_only_size_match_19,0,1,1,"{'MRPS18C', 'NBPF6', 'SLAMF8', 'ATP6V1H', 'C6ORF47', 'WDR33', 'FOXI2', 'MSTO1', 'CALB1', 'DAW1', 'SLC39A2', 'DCAF15', 'TTLL5', 'PGRMC1', 'PLEKHG6', 'EPS8', 'SSC5D', 'AFAP1L2', 'Q96MC8', 'TNPO2', 'AAG1', 'EDRF1', 'RTBDN', 'SNAI3', 'TMF1', 'PIFO', 'TP53I13', 'IRX4', 'PIBF1', 'SKP1', 'ACTG2', 'ALG9', 'RPAIN', 'GAN', 'CACNG4', 'CFAP94', 'MFAP4', 'FEZF2', 'WASF2', 'SNF8', 'PTAFR', 'NAALADL2', 'MUC12', 'EIF4E2', 'ASMTL', 'GVINP1', 'FAM110B', 'ZNF415', 'RMI1', 'BNIP1', 'NOC2L', 'DOCK6', 'MED24', 'NTN1', 'FKBP4', 'NELFE', 'ZSCAN29', 'GABRD', 'ABCB7', 'PACSIN3', 'FLJ38668', 'BFSP1', 'UQCC1', 'CLSTN3', 'EPHA10', 'HEBP1', 'Q9NWD7', 'C15ORF54', 'ARFRP1', 'NKIRAS2', 'CMTR1', 'AGT', 'TP53I11', 'ANXA13', 'RPL7A', 'TRIM7', 'EML4', 'RALGPS1', 'KLK9', 'AHRR', 'ERCC5', 'TRIP11', 'CGNL1', 'GTPBP10', 'GABARAP', 'COL7A1', 'TAX1BP3', 'ABHD12B', 'LCE3C', 'GRAP2', 'CCDC90B', 'ZNF573', 'NPBWR2', 'RPL36', 'MKRN4P', 'NEMF', 'PRICKLE1', 'TEX28|TEX28P1|TEX28P2', 'SRCIN1', 'PCYT2', 'APCDD1L', 'STAT4', 'ITLN1', 'MSH5', 'HPX', 'VSTM2L', 'SARM1', 'CA11', 'SCN3A', 'OIP5', 'SHFL', 'TFAP2A', 'LACTB', 'SRSF1', 'SEC61G', 'Q53F65', 'TAGLN', 'LIMS3', 'ISL1', 'WDR81', 'SPECC1L', 'PLPPR2', 'BFAR', 'HSBP1', 'SLC17A4', 'GSX2', 'PLCL2', 'MEIS3', 'COX19', 'SYT11', 'KLHDC9', 'KREMEN2', 'ZNF350', 'DHX36', 'CHMP6', 'IRGM', 'STARD4', 'RNF13', 'FTHL17', 'CD33', 'GKN2', 'COA5', 'CLDN4', 'AKIP1', 'LHX8', 'Q96FB2', 'UCHL1', 'GAPDH', 'GREB1', 'HENMT1', 'FAM27E3', 'TOE1'}"
Random_CoreNet_GRN_sig_only_size_match_20,1,1,1,"{'TRMT61A', 'Q5HY47', 'AKAP6', 'FGF12', 'PHF3', 'KBTBD2', 'POLR2A', 'C11ORF54', 'SCP2', 'ACTA1', 'EIF5', 'BTBD3', 'CDKN2B', 'CCDC40', 'BTD', 'PGAM5', 'HDAC9', 'MTPAP', 'RNGTT', 'P2RY2', 'DHX35', 'SPAG17', 'TSR2', 'FDX2', 'ITGB5', 'MED12L', 'MAJIN', 'KLF16', 'MECR', 'IL1R1', 'KCTD10', 'RGN', 'FOXF2', 'SAA4', 'PCYT1B', 'C12ORF76', 'SLC24A1', 'B3KM42', 'ETV7', 'LNPK', 'SURF2', 'SDK2', 'TMEM209', 'CUL3', 'TNIP3', 'TRAPPC2', 'OR4F3|OR4F16|OR4F29', 'ANG', 'SLC22A1', 'MGST3', 'CD4', 'TIMM10', 'RAB1A', 'TRIM5', 'RMI2', 'PDE2A', 'GUCY2F', 'PLA2G3', 'KCTD6', 'PUM1', 'SLAMF7', 'RBFA', 'CCDC117', 'DPY19L1', 'FAU', 'COX6A1', 'NIF3L1', 'Q96TA9', 'C1ORF198', 'CLK2', 'CPEB1', 'NKAP', 'ZNF883', 'SECISBP2', 'NEBL', 'ARHGAP25', 'RIPPLY1', 'ELF3', 'CCDC74B', 'SORBS2', 'MFN2', 'CX3CL1', 'ZC3H10', 'KLHL24', 'BAIAP3', 'TEX9', 'CCDC115', 'ASPSCR1', 'ZNF131', 'SPSB2', 'KPRP', 'MYCT1', 'SMYD5', 'SEPTIN14', 'CTDSPL', 'ARRB2', 'PFKP', 'HM13', 'NOTCH2', 'GAL', 'TMPRSS6', 'LPAR2', 'DZIP1', 'DBH', 'DNASE2', 'CCNL1', 'SPACA9', 'HPN', 'TMCC3', 'LRRC52', 'ISY1', 'NLGN2', 'ZSCAN26', 'FGG', 'PABPC1L2A|PABPC1L2B', 'SLC44A5', 'APC2', 'ADAM33', 'PSG11', 'SPATA8', 'KCNA2', 'ZNRD1', 'NNMT', 'HPH2', 'LCE2A', 'NEK5', 'TMEM183A', 'GNG13', 'IL1B', 'PAX5', 'FYCO1', 'SH3BP1', 'C9ORF116', 'NAA16', 'SOD3', 'ADM', 'CLPSL2', 'ZIM3', 'GORASP2', 'PTPRCAP', 'ITIH2', 'BRD2', 'VDAC2', 'PARP10', 'KRTAP5-2', 'TRRAP', 'ACSF2', 'RASSF9', 'PODXL', 'FBLN7', 'TRMT2B', 'FOXP1'}"
